Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type,Brand
simple offer letter format,34,0,110,79,1.52,https://payfactors.com/job-offer-letters-free-sample-templates/,0,0,0,0.21,261000000,"[67,52,43,52,67,43,43,43,67,81,100,52]",2020-01-06,"Image pack, Sitelinks, Reviews",,Organic,Non-Branded
how to reply for offer letter through email,34,34,30,79,0,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0,876000000,"[50,25,0,0,25,25,0,25,0,100,25,0]",2019-12-26,"Sitelinks, Featured snippet",,Organic,Non-Branded
towers watson wiki,34,61,30,69,0,https://payfactors.com/about/,0,0,0,0,51,"[20,20,40,20,20,20,20,100,60,80,100,20]",2020-01-04,"Image pack, Sitelinks, Reviews",,Organic,Non-Branded
what's a job letter,34,34,30,81,0,https://payfactors.com/include-part-time-job-offer-letter-sample-template-included/,0,0,0,0,521000000,"[20,100,20,100,20,20,20,20,20,20,20,20]",2019-12-22,"Knowledge panel, Image pack, Sitelinks",,Organic,Non-Branded
david goggins book signing,34,35,210,82,5.32,https://payfactors.com/david-goggins-comp-coffee/,0,0,0,0.05,5830000,"[0,13,67,36,24,100,19,19,13,13,13,10]",2020-01-03,"Image pack, Sitelinks, Reviews, Video",,Organic,Non-Branded
what should be in a job offer letter,34,30,90,79,0,https://payfactors.com/include-entry-level-job-offer-letter-sample-template-included/,0,0,0,0.05,400000000,"[56,11,11,100,11,33,22,22,11,22,11,11]",2020-01-08,"Sitelinks, Featured snippet",,Organic,Non-Branded
mid level jobs examples,34,50,30,84,0,https://payfactors.com/include-entry-level-job-offer-letter-sample-template-included/,0,0,0,0,147000000,"[11,11,44,33,11,11,11,11,56,11,22,100]",2020-01-15,,,Organic,Non-Branded
desired pay range,35,31,40,75,0,https://payfactors.com/candidate-desired-compensation-too-high/,0,0,0,0,131000000,"[22,11,100,11,11,11,33,33,11,11,33,56]",2020-01-14,"Reviews, Featured snippet",,Organic,Non-Branded
offer letter reply format,35,35,50,80,0,https://payfactors.com/job-offer-letters-free-sample-templates/,0,0,0,0,108000000,"[0,56,0,11,11,0,0,0,0,100,22,11]",2019-12-30,"Image pack, Sitelinks, Video",,Organic,Non-Branded
randstad burlington office phone number,35,38,40,84,0,https://payfactors.com/,0,0,0,0,42,"[0,100,0,0,0,0,0,0,100,0,0,0]",2020-01-19,"Instant answer, Knowledge panel, Image pack, Reviews, Jobs search",,Organic,Non-Branded
employment package template,35,35,50,74,0,https://payfactors.com/will-job-offer-letters-write-free-template/,0,0,0,0.2,58800000,"[11,22,11,22,11,78,56,78,11,33,100,11]",2019-12-26,"Image pack, Sitelinks",,Organic,Non-Branded
quincy software,35,35,50,69,0,https://payfactors.com/,0,0,0,0.02,16700000,"[100,33,33,33,100,33,33,33,33,33,33,100]",2019-12-25,"Reviews, Featured snippet",,Organic,Non-Branded
follow up email to hr for offer letter,35,0,40,82,0,https://payfactors.com/job-offer-letters-free-sample-templates/,0,0,0,0,731000000,"[11,33,11,100,11,11,11,78,22,11,11,11]",2020-01-07,"Image pack, Sitelinks",,Organic,Non-Branded
how to create an offer letter,35,0,70,74,1.51,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0.29,1070000000,"[11,100,11,22,11,11,22,22,11,11,11,11]",2020-01-29,"Reviews, Featured snippet, Ads top, Video Carousel, FAQ",,Organic,Non-Branded
how to email salary expectations,35,27,90,76,0,https://payfactors.com/candidate-desired-compensation-too-high/,0,0,0,0,64000000,"[11,11,100,11,11,100,22,11,33,56,33,33]",2020-01-29,"Reviews, People also ask",,Organic,Non-Branded
employer job offer letter,35,0,140,80,3.19,https://payfactors.com/job-offer-letters-free-sample-templates/,0,0,0,0.08,502000000,"[13,10,13,18,18,18,18,23,36,67,100,100]",2020-01-11,"Sitelinks, Reviews, Featured snippet",,Organic,Non-Branded
desired compensation for a job,35,22,50,76,0,https://payfactors.com/candidate-desired-compensation-too-high/,0,0,0,0.03,48500000,"[44,100,11,11,11,11,78,11,11,11,11,78]",2020-01-01,"Reviews, Featured snippet",,Organic,Non-Branded
victory coffee navy seal,35,0,30,76,0,https://payfactors.com/david-goggins-comp-coffee/,0,0,0,0,100,"[11,11,33,0,0,78,0,0,100,0,22,0]",2020-01-02,"Image pack, Sitelinks, Reviews, Video",,Organic,Non-Branded
david goggins story,36,37,390,77,1.08,https://payfactors.com/david-goggins-comp-coffee/,0,0,0,0.01,1210000,"[44,36,100,100,66,81,81,66,66,81,66,66]",2020-01-06,"Image pack, Sitelinks, Reviews, Video, Featured snippet",,Organic,Non-Branded
how to answer salary expectations in email,36,33,590,83,0,https://payfactors.com/candidate-desired-compensation-too-high/,0,0,0,0,12900000,"[67,54,54,67,67,82,82,100,82,100,100,82]",2020-01-15,"Sitelinks, Reviews",,Organic,Non-Branded
sample letter accepting job offer with conditions,36,40,70,75,0,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0,15300000,"[0,25,100,25,25,75,25,75,50,0,0,25]",2020-01-09,"Sitelinks, Featured snippet",,Organic,Non-Branded
job title change letter template,36,36,40,77,0,https://payfactors.com/will-job-offer-letters-write-free-template/,0,0,0,0.01,47400000,"[50,100,50,100,50,50,50,100,50,50,50,50]",2019-12-25,"Image pack, Sitelinks",,Organic,Non-Branded
conditional offer of employment letter,36,36,20,76,1.97,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0.06,13100000,"[20,20,80,100,20,20,80,20,20,20,20,20]",2019-12-25,"Image pack, Sitelinks, Reviews, Featured snippet",,Organic,Non-Branded
controller duties and responsibilities,36,37,20,79,0,https://payfactors.com/write-controller-job-description-guide/,0,0,0,0.07,12300000,"[11,44,11,11,22,11,11,56,11,22,100,11]",2020-01-22,"Reviews, Featured snippet, People also ask",,Organic,Non-Branded
how to follow up job offer letter,36,36,30,86,0,https://payfactors.com/job-offer-letters-free-sample-templates/,0,0,0,0,439000000,"[14,14,14,0,100,14,14,14,14,71,57,100]",2019-12-30,"Sitelinks, Featured snippet",,Organic,Non-Branded
congratulations for job offer,36,37,20,67,0,https://payfactors.com/job-offer-letters-free-sample-templates/,0,0,0,0,104000000,"[25,25,25,50,25,50,50,25,75,25,100,25]",2020-01-25,"Image pack, Featured snippet, People also ask, FAQ",,Organic,Non-Branded
i would like to join your company letter,36,0,40,78,0,https://payfactors.com/job-offer-letters-free-sample-templates/,0,0,0,0,2110000000,"[14,29,29,71,100,0,0,0,14,14,14,14]",2020-01-24,"Image pack, Sitelinks, People also ask, FAQ",,Organic,Non-Branded
google offer letter,36,25,210,70,0,https://payfactors.com/job-offer-letters-free-sample-templates/,0,0,0,0.01,1100000000,"[65,81,65,65,65,65,81,65,65,100,81,81]",2020-01-30,"Reviews, Video, Featured snippet, People also ask, FAQ",,Organic,Non-Branded
what is a offer letter of employment,36,36,70,74,0.91,https://payfactors.com/will-job-offer-letters-write-free-template/,0,0,0,0.18,253000000,"[100,100,11,11,22,11,44,33,78,44,11,11]",2019-12-25,"Sitelinks, Reviews, Featured snippet",,Organic,Non-Branded
how to sign a job offer via email,36,36,50,80,0,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0,2680000000,"[0,0,0,0,0,0,29,14,100,29,14,43]",2019-12-25,"Sitelinks, Featured snippet",,Organic,Non-Branded
what should i put for desired compensation,36,36,70,76,0,https://payfactors.com/candidate-desired-compensation-too-high/,0,0,0,0,59000000,"[100,100,50,50,100,50,100,50,100,100,50,50]",2019-12-22,"Video, Featured snippet",,Organic,Non-Branded
executive job offer letter,36,33,70,75,4.45,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0.41,290000000,"[11,33,22,11,11,56,100,11,11,11,11,11]",2020-01-08,"Sitelinks, Reviews, Featured snippet",,Organic,Non-Branded
desired pay range question,37,37,50,74,0,https://payfactors.com/candidate-desired-compensation-too-high/,0,0,0,0,284000000,"[0,0,0,0,0,0,20,80,20,20,100,60]",2019-12-30,Image pack,,Organic,Non-Branded
position description templates free,37,0,30,78,0,https://payfactors.com/write-controller-job-description-guide/,0,0,0,0.64,141000000,"[0,20,40,40,0,100,0,0,20,0,0,20]",2020-01-14,"Image pack, Sitelinks",,Organic,Non-Branded
job offer mail sample,37,34,40,79,0,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0,280000000,"[0,0,100,0,0,0,0,0,20,0,0,0]",2020-01-09,"Image pack, Sitelinks, Featured snippet",,Organic,Non-Branded
employee employment letter template,37,30,20,81,0,https://payfactors.com/include-part-time-job-offer-letter-sample-template-included/,0,0,0,0.14,71300000,"[0,0,0,0,0,0,0,0,0,0,0,100]",2020-01-09,"Image pack, Sitelinks",,Organic,Non-Branded
job offer offer letter,37,44,50,82,0,https://payfactors.com/will-job-offer-letters-write-free-template/,0,0,0,0.02,512000000,"[50,25,50,75,75,0,25,25,100,50,75,25]",2020-01-04,"Image pack, Sitelinks, Featured snippet",,Organic,Non-Branded
salary expectations response,37,31,140,77,0,https://payfactors.com/candidate-desired-compensation-too-high/,0,0,0,0,25500000,"[42,42,65,81,19,42,100,100,54,42,42,54]",2020-01-23,"Reviews, Featured snippet, Video Carousel, People also ask",,Organic,Non-Branded
salary increase in budget 2019 20 pakistan,37,37,50,75,0,https://info.payfactors.com/salary-budget-survey-2019,0,0,0,0,17400000,"[0,0,0,0,0,0,100,100,100,0,0,0]",2019-12-21,"Image pack, Reviews, Video, Featured snippet",,Organic,Non-Branded
california offer letter,37,0,20,72,0,https://payfactors.com/include-part-time-job-offer-letter-sample-template-included/,0,0,0,0.11,255000000,"[11,33,11,11,100,44,11,11,11,11,11,33]",2020-01-02,"Sitelinks, Reviews, Featured snippet",,Organic,Non-Branded
job offer formal letter,37,45,40,77,0,https://payfactors.com/include-entry-level-job-offer-letter-sample-template-included/,0,0,0,0,330000000,"[0,100,0,0,33,0,33,33,0,0,67,0]",2020-01-12,"Sitelinks, Featured snippet",,Organic,Non-Branded
david goggins family,37,28,590,79,0,https://payfactors.com/david-goggins-comp-coffee/,0,0,0,0,1850000,"[11,13,100,68,45,37,30,30,30,55,55,37]",2020-01-26,"Image pack, Sitelinks, Reviews, Video, People also ask",,Organic,Non-Branded
email response to salary expectations,37,33,30,81,0,https://payfactors.com/candidate-desired-compensation-too-high/,0,0,0,0,22100000,"[14,14,14,43,29,100,14,14,43,43,14,14]",2020-01-08,"Image pack, Sitelinks, Reviews",,Organic,Non-Branded
hiring package template,37,41,40,73,0,https://payfactors.com/will-job-offer-letters-write-free-template/,0,0,0,0.3,10100000,"[100,50,100,0,25,25,25,25,50,25,25,25]",2020-01-05,"Sitelinks, Reviews, Featured snippet",,Organic,Non-Branded
project manager offer letter,37,37,90,79,0,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0.11,277000000,"[60,20,20,40,40,60,20,20,20,20,20,100]",2019-12-23,"Image pack, Sitelinks, Reviews",,Organic,Non-Branded
goggings,37,50,30,88,0,https://payfactors.com/david-goggins-comp-coffee/,0,0,0,0.03,6210000,"[20,20,40,40,60,40,20,100,20,60,20,20]",2020-01-07,"Knowledge panel, Sitelinks, Reviews, Video",,Organic,Non-Branded
david goggins author,37,37,20,84,0,https://payfactors.com/david-goggins-comp-coffee/,0,0,0,0.79,718000,"[14,100,43,14,29,14,71,14,100,14,14,29]",2019-12-29,"Knowledge panel, Sitelinks, Reviews, Featured snippet",,Organic,Non-Branded
david goggins speaking tour,37,37,110,66,0,https://payfactors.com/david-goggins-comp-coffee/,0,0,0,0,7020000,"[5,10,52,100,81,100,81,81,19,43,81,52]",2019-12-25,"Sitelinks, Reviews, Video",,Organic,Non-Branded
not fit to work letter sample,37,39,70,78,0,https://payfactors.com/include-part-time-job-offer-letter-sample-template-included/,0,0,0,0,681000000,"[0,0,0,0,0,0,0,0,0,100,0,0]",2020-01-25,"Image pack, People also ask, FAQ",,Organic,Non-Branded
how to reply salary expectation by email,37,30,30,81,0,https://payfactors.com/candidate-desired-compensation-too-high/,0,0,0,0,1160000,"[40,20,20,100,40,20,20,0,0,0,20,20]",2020-01-04,"Sitelinks, Reviews",,Organic,Non-Branded
david goggins speaking events 2019,37,37,70,72,0,https://payfactors.com/david-goggins-comp-coffee/,0,0,0,0.06,5900000,"[0,0,0,0,0,0,25,25,100,25,25,25]",2019-12-26,"Sitelinks, Reviews",,Organic,Non-Branded
job offer offer letter,38,0,50,82,0,https://payfactors.com/job-offer-letters-free-sample-templates/,0,0,0,0.02,512000000,"[50,25,50,75,75,0,25,25,100,50,75,25]",2020-01-04,"Image pack, Sitelinks, Featured snippet",,Organic,Non-Branded
erika hodgson,38,38,20,80,0,https://payfactors.com/,0,0,0,0,1210000,"[0,100,0,14,14,14,14,29,0,14,14,14]",2019-12-27,"Image pack, Sitelinks, Reviews",,Organic,Non-Branded
duties of a controller of a company,38,38,30,80,0,https://payfactors.com/write-controller-job-description-guide/,0,0,0,0,27300000,"[25,25,25,25,25,25,25,25,25,100,25,25]",2019-12-23,"Image pack, Featured snippet",,Organic,Non-Branded
hourly work report format,38,36,40,80,0,https://payfactors.com/include-part-time-job-offer-letter-sample-template-included/,0,0,0,0.07,21000000,"[50,100,50,50,100,50,100,50,100,0,50,50]",2020-01-14,"Image pack, Sitelinks, Reviews, Video",,Organic,Non-Branded
other term for salary,38,34,30,92,0,https://payfactors.com/base-salary-vs-total-cash-compensation/,0,0,0,0,258000000,"[0,100,33,33,0,33,67,100,33,33,33,67]",2020-01-13,Instant answer,,Organic,Non-Branded
cio com wiki,38,0,30,76,0,https://payfactors.com/about/,0,0,0,0,76,"[100,14,0,29,14,14,14,57,14,14,14,0]",2020-01-07,"Image pack, Video",,Organic,Non-Branded
how to respond to salary expectations,38,38,140,82,0,https://payfactors.com/candidate-desired-compensation-too-high/,0,0,0,0,22400000,"[81,43,19,43,100,67,81,67,81,100,81,19]",2019-12-22,"Image pack, Sitelinks",,Organic,Non-Branded
how to figure your raise percentage,38,0,70,76,0,https://payfactors.com/how-to-determine-pay-raises-without-getting-a-headache/,0,0,0,0.01,95700000,"[33,33,33,67,33,100,33,33,33,33,100,33]",2020-01-22,"Sitelinks, Featured snippet, People also ask",,Organic,Non-Branded
verbal job offer follow up email sample,38,37,50,80,0,https://payfactors.com/job-offer-letters-free-sample-templates/,0,0,0,0,17500000,"[14,100,71,14,14,14,14,14,14,29,29,0]",2020-01-10,Sitelinks,,Organic,Non-Branded
expected compensation range,38,38,110,83,3.52,https://payfactors.com/candidate-desired-compensation-too-high/,0,0,0,0.04,146000000,"[65,41,41,65,41,41,29,41,53,82,100,100]",2019-12-23,"Sitelinks, Video, Featured snippet",,Organic,Non-Branded
email for a job offer,38,50,30,79,0,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0,2280000000,"[100,33,67,33,33,33,33,33,33,33,33,33]",2020-01-06,"Image pack, Sitelinks, Reviews, Featured snippet",,Organic,Non-Branded
david goggins marathon record,38,38,20,84,0,https://payfactors.com/david-goggins-comp-coffee/,0,0,0,0,269000,"[0,0,0,0,0,0,0,0,0,0,100,100]",2019-12-22,"Image pack, Sitelinks, Reviews, Video, Featured snippet",,Organic,Non-Branded
comp data,38,36,110,62,5.25,https://payfactors.com/,0,0,0,0.4,858000000,"[65,82,82,65,100,65,53,82,65,65,65,53]",2020-01-26,"Knowledge panel, Sitelinks, Reviews, Ads bottom",,Organic,Non-Branded
financial controller job description template,38,27,90,73,0,https://payfactors.com/write-controller-job-description-guide/,0,0,0,0.14,8080000,"[0,0,0,50,0,0,50,0,50,50,100,50]",2020-01-04,"Image pack, Reviews, Featured snippet",,Organic,Non-Branded
manager offer letter,39,77,70,78,0,https://payfactors.com/include-entry-level-job-offer-letter-sample-template-included/,0,0,0,0.14,261000000,"[100,40,20,40,20,20,20,20,40,20,20,20]",2020-01-11,"Sitelinks, Reviews, Featured snippet",,Organic,Non-Branded
compensation survey vendors,39,47,20,63,0,https://payfactors.com/,0,0,0,0.71,14900000,"[11,56,100,11,33,33,11,11,33,11,78,56]",2020-01-11,"Sitelinks, Reviews, Featured snippet",,Organic,Non-Branded
budget salary increase,39,30,20,73,0,https://info.payfactors.com/salary-budget-survey-2019,0,0,0,0,72900000,"[11,56,11,100,33,11,11,22,11,11,22,56]",2020-01-16,"Top stories, Image pack, Featured snippet",,Organic,Non-Branded
considering a job offer letter,39,42,40,75,0,https://payfactors.com/job-offer-letters-free-sample-templates/,0,0,0,0.14,147000000,"[100,100,100,100,100,100,100,100,100,100,100,100]",2020-01-26,"Image pack, Featured snippet, People also ask",,Organic,Non-Branded
company name change letter to employees,39,40,40,63,0,https://payfactors.com/will-job-offer-letters-write-free-template/,0,0,0,0,371000000,"[20,20,20,20,40,60,20,20,40,100,40,20]",2020-01-25,"Image pack, Sitelinks, FAQ",,Organic,Non-Branded
sample offer letter format,39,0,40,72,0,https://payfactors.com/include-part-time-job-offer-letter-sample-template-included/,0,0,0,0.16,562000000,"[11,33,11,11,33,11,100,11,11,78,11,22]",2020-01-30,"Image pack, Sitelinks, Reviews, Featured snippet, Ads top, Video Carousel, People also ask, FAQ",,Organic,Non-Branded
write email to accept job offer,39,39,40,77,0,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0,621000000,"[100,11,100,56,11,11,11,11,0,11,22,11]",2019-12-31,"Image pack, Sitelinks, Featured snippet",,Organic,Non-Branded
how to write salary expectations in an email,39,33,50,79,0,https://payfactors.com/candidate-desired-compensation-too-high/,0,0,0,0,13400000,"[14,14,0,29,57,14,14,14,14,57,14,100]",2020-01-23,"Image pack, Reviews, People also ask",,Organic,Non-Branded
follow up job offer letter sample,39,51,30,83,0,https://payfactors.com/job-offer-letters-free-sample-templates/,0,0,0,0,112000000,"[100,100,100,100,100,100,100,100,100,100,100,100]",2020-01-05,"Image pack, Sitelinks",,Organic,Non-Branded
controller job requirements,39,39,30,80,10.76,https://payfactors.com/write-controller-job-description-guide/,0,0,0,0.17,72300000,"[11,44,11,22,33,33,11,11,11,100,11,56]",2019-12-27,"Sitelinks, Featured snippet",,Organic,Non-Branded
email template for job offer,39,16,30,79,0,https://payfactors.com/include-part-time-job-offer-letter-sample-template-included/,0,0,0,0.18,704000000,"[100,14,14,14,71,43,14,100,14,14,14,14]",2020-01-14,"Image pack, Reviews, Featured snippet",,Organic,Non-Branded
desired wage answer,39,0,70,76,0,https://payfactors.com/candidate-desired-compensation-too-high/,0,0,0,0,12400000,"[57,71,100,14,29,14,14,14,14,29,14,14]",2020-01-25,"Video, People also ask",,Organic,Non-Branded
free compensation analysis tools,39,39,20,77,2.92,https://payfactors.com/product/,0,0,0,0.62,115000000,"[20,100,20,20,20,80,40,20,40,40,20,20]",2019-12-21,"Sitelinks, Reviews",,Organic,Non-Branded
job offer agreement letter,39,35,90,79,0,https://payfactors.com/how-to-write-a-job-offer-letter-that-seals-the-deal-sample-templates-included/,0,0,0,0.07,275000000,"[0,0,40,20,20,40,0,20,20,20,100,20]",2020-01-11,"Image pack, Sitelinks",,Organic,Non-Branded
